Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss
27-03-2017,19,25.7,20.7,88,8,0.2
28-03-2017,19,28.4,21.9,83,4.3,4.6
29-03-2017,19,27,21.8,85,0,7.5
30-03-2017,19,26,21.7,86,0.7,4.1
31-03-2017,19,24.6,21.6,89,1.3,6.5
01-04-2017,20,26.4,21.8,88,1.1,0
02-04-2017,19,25.9,20.9,91,6.2,2.7
03-04-2017,18,24,20.6,89,34.6,2.4
04-04-2017,19,25.8,20.7,90,0.7,0.7
05-04-2017,19,26,21.8,87,2,3.4
06-04-2017,19,26.2,21.8,85,0.8,5.5
07-04-2017,20,25.8,22,84,0,4.2
08-04-2017,19,25.4,21.6,85,2.7,1
09-04-2017,19,26.5,21.7,84,0.1,1
10-04-2017,19,27.8,21.7,85,6.8,3.8
11-04-2017,19,26.2,21.7,90,36.7,6
12-04-2017,20,25,21.7,90,11.4,2.2
13-04-2017,20,25.8,22.1,91,12.5,1.6
14-04-2017,19,26.4,22.3,89,39.2,3.5
15-04-2017,20,26.4,22.1,90,0,5
16-04-2017,19,26.6,21.5,92,34.5,2.8
17-04-2017,19,27,22.5,83,24.9,1.9
18-04-2017,19,27.6,22,82,0,5.6
19-04-2017,19,26.4,20.9,90,31,6.6
20-04-2017,18,27.6,22.2,85,51.6,3.7
21-04-2017,19,27,22.5,87,0.2,5.5
22-04-2017,19,26,21.1,91,5.2,3
23-04-2017,19,27.2,21.5,85,35.3,1.8
24-04-2017,19,27.8,22.5,84,5.5,5.6
25-04-2017,19,27.4,22.7,81,0.4,5.2
26-04-2017,19,24.3,20.7,93,19.4,5.1
27-04-2017,19,25.6,21.4,88,13.1,0.5
28-04-2017,19,26.6,21.6,86,22.5,1
29-04-2017,19,26.4,22.1,80,1,5
30-04-2017,19,27,22.1,83,1.4,5.7
01-05-2017,19,26.2,21.5,88,1,4.5
02-05-2017,19,25.8,20.1,94,48.5,3.5
03-05-2017,19,26.4,22.1,92,34.2,2.2
04-05-2017,20,26,21.6,94,31.6,0.9
05-05-2017,19,24.8,21.2,93,10.6,3.2
06-05-2017,19,24,20.9,90,18.5,2.1
07-05-2017,18,24.2,21,92,16.5,0.2
08-05-2017,18,24.8,21.2,91,1.8,0
09-05-2017,18,24.4,21.3,91,27.9,3
10-05-2017,19,23.2,21,92,10.33774296,1.6
11-05-2017,19,25,21.1,89,13.3,0
12-05-2017,19,25.6,21.7,88,0,3.2
13-05-2017,19,25.6,21.9,86,0.3,3.9
14-05-2017,19,27.4,23.1,81,0.3,3.2
15-05-2017,20,26.4,22.8,85,0,6.6
16-05-2017,19,27.8,22.5,85,0,3
17-05-2017,20,27,22.6,88,10.33774296,4.3
18-05-2017,19,27,22.5,82,0,5.4
19-05-2017,19,27.2,22.3,82,0,5.5
20-05-2017,19,27.1,21.9,83,0,3.8
21-05-2017,19,27.5,22.6,83,0,4.6
22-05-2017,20,27.1,23.1,86,10.33774296,6.2
23-05-2017,19,26.8,22.4,83,0,7.3
24-05-2017,19,26.4,22,86,0.3,5.5
25-05-2017,19,26.8,22.2,87,15.8,4.8
26-05-2017,18,27.8,22.4,73,0,6.6
27-05-2017,19,26.7,22.8,83,0,8
28-05-2017,20,25.2,21.6,91,0,4.4
29-05-2017,20,24.8,22.1,85,4.8,1.2
30-05-2017,19,27.2,22.6,81,0.5,0
31-05-2017,20,29,23.5,81,0,3
01-06-2017,20,26.2,21.3,91,7.2,5.5
02-06-2017,19,25.7,21.9,86,9.3,1.1
03-06-2017,19,27.2,21.9,83,0,2.3
04-06-2017,20,26.6,22,89,0.8,5.3
05-06-2017,20,25.4,21.5,90,4,4.5
06-06-2017,19,25.8,21.7,90,30.7,3
07-06-2017,19,27.6,22.4,80,0,2.5
08-06-2017,19,27.7,23,74,0,8.2
09-06-2017,18,28.2,22.5,72,0,8.2
10-06-2017,20,25.6,22,88,0.4,7
11-06-2017,20,24.9,21.9,88,0.2,1.9
12-06-2017,19,27,22,88,2.9,0.7
13-06-2017,20,27.1,22.4,84,10.33774296,4.8
14-06-2017,20,25,21.6,91,0.2,2.1
15-06-2017,19,24.8,21.3,90,8.4,2.5
16-06-2017,19,28,23.7,72,0,2.5
17-06-2017,18,27,21.9,83,0,8.5
18-06-2017,19,25.8,21.4,85,0,6.6
19-06-2017,17,26.1,20.8,84,1.2,5.4
20-06-2017,17,26.1,21.9,76,0,8
21-06-2017,18,25.6,21.2,81,0,1.6
22-06-2017,19,24.4,21.1,90,0,4
23-06-2017,19,23.4,20.6,91,5.4,1.8
24-06-2017,19,24.8,20.8,86,0.3,1
25-06-2017,19,25.90331108,21.2,88,10.33774296,3.808420209
26-06-2017,19,25.8,21.3,84,2,5.4
27-06-2017,19,25.8,21.6,88,12.4,2.3
28-06-2017,18,25.4,20.8,90,0,3.1
29-06-2017,18,24,21.1,89,10.6,3.1
30-06-2017,19,24.3,20.4,94,34.8,2.3
01-07-2017,19,25.4,21.3,81,5.2,1.2
02-07-2017,19,26.6,21.8,87,0,4.8
03-07-2017,19,25.6,21.3,89,0,5.7
04-07-2017,19,26.4,21.7,87,8.6,3.6
05-07-2017,19,26,21.4,87,3.3,5.8
06-07-2017,18,25.6,21.4,85,0.4,5.4
07-07-2017,19,25.90331108,21.5,83,0,7.4
08-07-2017,19,25.8,21.6,86,0,7.2
09-07-2017,19,25.90331108,21.2,91,10.33774296,3.3
10-07-2017,18,26.2,21.4,86,0.9,3.808420209
11-07-2017,18,25.5,21.4,85,10.33774296,5.2
12-07-2017,18,25.2,20.7,82,0,4.6
13-07-2017,18,25.4,21.6,87,0,5.4
14-07-2017,18,25.4,21.3,87,0,2.9
15-07-2017,19,24.2,20.7,88,0,0.7
16-07-2017,18,25.90331108,20.6,82,0,0.9
17-07-2017,17,25,20.7,79,0,4.5
18-07-2017,18.67801939,24.6,20.6,84,0,5.7
19-07-2017,19,25.6,21.2,83,10.33774296,1.3
20-07-2017,18,25.90331108,21.1,86,1.4,3.808420209
21-07-2017,19,26.6,22.1,83,0,5.2
22-07-2017,19,25.8,20.9,88,0.1,4.8
23-07-2017,19,24.8,21.1,94,1.1,4.1
24-07-2017,18.67801939,26,21.8,90,28.2,1.4
25-07-2017,17,26.6,21.6,82,0,4.2
26-07-2017,17,26.6,20.5,78,0,8.4
27-07-2017,18,25.6,20.6,85,0,9.3
28-07-2017,18,25.90331108,22.2,82,37.9,4.4
29-07-2017,20,25.4,21.6,92,1,4.5
30-07-2017,19,26.7,21.8,89,1,2.2
31-07-2017,19,27.2,22.1,85,10.33774296,7.6
01-08-2017,16,26.2,20.4,80,10.33774296,8.4
02-08-2017,16,25.6,20.9,75,0,8.9
03-08-2017,17,25.6,20.5,81,0,6.8
04-08-2017,17,25.4,20.7,77,0,7.8
05-08-2017,17,26.2,21.3,74,0,6.7
06-08-2017,18,26.8,21.5,80,0,6.5
07-08-2017,17,27,21.5,84,0,7.3
08-08-2017,18,27.2,21.1,79,0,8.2
09-08-2017,18,25.6,21.5,83,4.6,5.1
10-08-2017,18,26.4,21.7,87,24,4.9
11-08-2017,18,25.6,21.1,90,1.9,5.7
12-08-2017,19,25,21.3,89,2,3.5
13-08-2017,18,25.8,21.4,87,0,2.5
14-08-2017,18,25.6,21.6,84,0,4.5
15-08-2017,17,25.8,20.4,76,10.33774296,4.5
16-08-2017,17,26,20.7,78,0,7.7
17-08-2017,17,26.2,21.1,78,0,6.7
18-08-2017,18,26,21.7,82,0,8
19-08-2017,19,25.8,22.1,85,0,1.9
20-08-2017,19,24.6,21.8,86,0,4
21-08-2017,18,26.6,21.7,83,0,3.5
22-08-2017,17,24.9,20.7,81,0,6.5
23-08-2017,17,27.7,21.9,79,0,5.1
24-08-2017,19,27.4,22.2,78,0,8
25-08-2017,18,27.2,21.7,79,0,7
26-08-2017,19,28,22.8,71,0,9.4
27-08-2017,17,28.4,21.8,66,0,6.6
28-08-2017,17,27.6,22.7,63,0,10
29-08-2017,19,26.6,21.4,81,0,8.8
30-08-2017,18,26.6,21.4,88,16.8,5.5
31-08-2017,17,26.2,21.2,83,0,6.4
01-09-2017,18,25.8,21.6,82,0,5.9
02-09-2017,18,27,21.4,81,0,6.1
03-09-2017,17,27,21.6,82,0,7
04-09-2017,18,27.4,22.2,81,0,7.5
05-09-2017,19,26.6,21.6,85,0,6
06-09-2017,18,26,21.1,91,0,4.8
07-09-2017,17,26.8,21.6,82,0.6,5.5
08-09-2017,18,27.6,21.8,83,10.33774296,8.5
09-09-2017,18,27.8,22.6,80,0,8.8
10-09-2017,19,26.7,21.9,85,0.2,8.4
11-09-2017,18,27.4,21.8,81,2.1,7
12-09-2017,18,26.2,21.2,82,0,9.3
13-09-2017,17,27.6,21.6,77,0,5.6
14-09-2017,18,25.7,21.3,83,0,8.3
15-09-2017,18,27.8,22.4,82,0,4.7
16-09-2017,18,27.4,22.7,80,0,7.2
17-09-2017,19,29.2,23.1,74,0,8.3
18-09-2017,19,29,24,64,0,9.1
19-09-2017,19,26,22,84,0,7.1
20-09-2017,19,27.2,21.4,84,0,5.4
21-09-2017,17,26.7,21.3,74,0,5.5
22-09-2017,17,27.8,22.6,70,0,8
23-09-2017,18,28.2,22.5,75,0,7.9
24-09-2017,18,23.9,21,88,0,6.4
25-09-2017,19,24,20.8,93,5.2,0.6
26-09-2017,19,26.8,22.3,83,3.9,2.7
27-09-2017,19,23.7,20.7,92,1.7,5.1
28-09-2017,19,27.2,22.6,84,8.6,0
29-09-2017,18,27.4,21.4,85,0,5.6
30-09-2017,19,25.4,21.8,87,11.4,5.4
01-10-2017,20,26,22.2,91,10.33774296,3.8
02-10-2017,19,25.6,20.9,94,7.9,3.1
03-10-2017,19,24.6,20.9,89,22.5,3
04-10-2017,18,27.4,21.3,88,13.4,3.9
05-10-2017,19,27.6,21.7,90,26.9,6.8
06-10-2017,19,29,23,86,0.3,6.5
07-10-2017,19,26.6,21.2,86,0,9.1
08-10-2017,18,26.6,21.8,85,40.3,5.5
09-10-2017,17,26.5,21.1,89,2.6,6.2
10-10-2017,19,24.2,21,95,32,3.6
11-10-2017,19,27,22.2,86,6.1,0.6
12-10-2017,19,26.8,20.9,95,26.3,5.5
13-10-2017,19,26.2,21.8,85,3,1.9
14-10-2017,18,27.6,21.8,86,0.9,6.3
15-10-2017,18,27,22.2,82,0,7.5
16-10-2017,19,24.9,21.1,89,0.4,6.9
17-10-2017,19,24.4,21.1,91,3.8,0.6
18-10-2017,20,25.8,21.9,91,11.9,1.1
19-10-2017,19,25,20.1,91,33.3,1.5
20-10-2017,19,25.3,21.3,90,18.7,3.2
21-10-2017,20,26.3,22.9,87,15.5,4.1
22-10-2017,20,27.5,22.9,84,0.5,5.5
23-10-2017,18,27.8,21.8,83,0,7
24-10-2017,19,26.6,21.4,77,10.33774296,6.5
25-10-2017,19,26.8,21.7,86,0.3,6.6
26-10-2017,19,26.4,21.6,90,60,4
27-10-2017,19,25.2,21.9,86,1.3,5
28-10-2017,20,25.2,21.6,95,0.6,3.5
29-10-2017,20,27.4,22.1,83,22.9,0.7
30-10-2017,18,26.2,21.6,85,0,4.2
31-10-2017,19,26.8,22,83,16,5.6
01-11-2017,17,27.8,22.3,76,11.3,5
02-11-2017,18,26.4,21.9,83,0,7.9
03-11-2017,19,26.6,22.2,82,0,5.6
04-11-2017,19,25.7,22.3,85,10.33774296,5.2
05-11-2017,19,25.2,21.5,91,7.8,1.9
06-11-2017,19,26.2,21.7,90,18.9,3.8
07-11-2017,19,25.4,21.4,88,35.7,3.6
08-11-2017,19,25.6,21.8,84,7.5,0.6
09-11-2017,19,25.9,20.7,92,17.5,4.1
10-11-2017,19,26,20.8,88,15.6,0.7
11-11-2017,19,26.6,21.8,85,34.5,2.8
12-11-2017,19,26.2,21.1,89,7.9,5
13-11-2017,19,26.2,21.3,88,3.3,2.9
14-11-2017,20,27,22.4,84,2.5,1.2
15-11-2017,19,24.8,21.6,90,14.6,1
16-11-2017,19,26.6,21.6,85,10.33774296,0.5
17-11-2017,19,23.6,20.6,92,57.7,3.4
18-11-2017,19,24.4,21,92,90,1.2
19-11-2017,18,24.8,21,88,1.6,0.5
20-11-2017,18,27.2,21.6,81,4,0.8
21-11-2017,18,26.2,21.8,86,0,8.1
22-11-2017,19,26.7,21.9,91,11.6,0.1
23-11-2017,18,27.4,22.1,80,0.1,2.4
24-11-2017,19,26,22,79,0,8.2
25-11-2017,19,27.6,22.9,72,0,6.2
26-11-2017,20,25.8,21.7,85,10.33774296,2.2
27-11-2017,20,25,21.8,86,21.5,2
28-11-2017,19,25.6,21,88,44.5,0
29-11-2017,19,24.2,21.4,84,2.7,0
30-11-2017,19,22.4,19.2,98,10,0.3
01-12-2017,19,22,20.1,94,41,0
02-12-2017,20,25,22,78,10.7,0
03-12-2017,19,27.9,22.8,84,0,3.3
04-12-2017,20,28,22.5,79,0,8.6
05-12-2017,19,26.6,22.5,74,0,7.6
06-12-2017,18,28,22.4,76,0,3.6
07-12-2017,19,27.1,22.6,83,1.5,6.1
08-12-2017,20,26.6,22.3,87,3.5,5.6
09-12-2017,19,26.2,21.6,86,5.1,4.3
10-12-2017,20,27.6,23.2,80,14.6,2.8
11-12-2017,19,24.8,20.4,93,0.2,2.3
12-12-2017,18,24.6,20.9,89,48.2,0.2
13-12-2017,19,24.6,20.4,94,36.4,0.3
14-12-2017,18,23.6,20.7,91,5.6,0.1
15-12-2017,19,26,21.3,90,3.4,0
16-12-2017,18,24.2,20.1,91,6.2,1.9
17-12-2017,19,24,21,89,2.7,3.1
18-12-2017,18,24.6,20.6,90,20.6,0.3
19-12-2017,19,21.2,19.8,98,23.4,3
20-12-2017,19,21.1,19.5,96,32.2,0
21-12-2017,18,27.4,20,92,11.4,0
22-12-2017,17,26,21.8,88,36.8,0
23-12-2017,17,26,21,80,10.33774296,4.3
24-12-2017,17,27.3,21.4,77,10.33774296,4
25-12-2017,17,27.2,20.8,66,0,6.8
26-12-2017,17,25.4,21.7,81,0,8.1
27-12-2017,18,25.4,21.5,83,0,3.5
28-12-2017,18,25.8,21.1,78,0.2,0.5
29-12-2017,18,26.2,21.3,78,0,4.2
30-12-2017,18,26.2,21.9,90,10,5.8
31-12-2017,19,28.4,22.4,82,7,2.6
01-01-2018,18,27,21.5,80,10.33774296,7.2
02-01-2018,18,27.5,21.8,81,0.6,6.8
03-01-2018,19,26,21,88,0.5,0
04-01-2018,19,26.8,22.2,87,20,2
05-01-2018,20,24,22,80,0.4,2.9
06-01-2018,19,26.8,21.7,82,21.2,0
07-01-2018,19,24.6,22.1,79,10.33774296,4.7
08-01-2018,19,26,22,83,5.3,0
09-01-2018,19,25,21,88,22.2,5.4
10-01-2018,18,25.4,21.7,84,7.2,2
11-01-2018,19,24.6,21,70,0.1,5.2
12-01-2018,18,24.6,21.3,76,6.1,0.7
13-01-2018,19,24.7,21,84,1,0.7
14-01-2018,18,22.6,19.7,92,15.1,0.4
15-01-2018,18,25.4,20.3,89,9.5,0.1
16-01-2018,17,23,18.5,97,17.1,3.1
17-01-2018,17,22.4,20,85,8.4,0
18-01-2018,19,23.2,21.1,85,1.6,0
19-01-2018,18,24.2,20.6,87,1.5,0.2
20-01-2018,19,25,21.5,80,2.3,0.9
21-01-2018,19,23.1,21,84,1.6,0.6
22-01-2018,19,22,20.1,96,21.2,0.1
23-01-2018,19,23.1,20.4,89,39.4,0
24-01-2018,19,25.3,21.6,85,14,1.5
25-01-2018,19,23.6,20.2,88,13.7,3.6
26-01-2018,19,23.6,19.9,94,11.3,0
27-01-2018,19,23,20.3,90,30.6,0
28-01-2018,19,21.7,19.1,99,3.8,1.7
29-01-2018,18,24.4,20.8,85,17.4,0
30-01-2018,19,22.4,20.3,92,4.5,2.9
31-01-2018,18,23.6,20.1,94,35.5,0.1
01-02-2018,18,24.6,21.6,88,10.33774296,3.808420209
02-02-2018,19,26.2,21.8,82,1.3,1.7
03-02-2018,19,23.3,20.6,94,24.7,6.1
04-02-2018,19,22.4,20.5,97,26.7,0
05-02-2018,19,22.3,19,98,152,0
06-02-2018,18,22.4,19.1,98,164.1,0
07-02-2018,18,22,20.2,95,46.5,0
08-02-2018,18,22.6,20.2,93,10.33774296,3.808420209
09-02-2018,18,26.2,21.4,87,10.33774296,3.808420209
10-02-2018,19,26.8,21.7,86,10.33774296,3.808420209
11-02-2018,18,23.2,20.5,89,10.33774296,9.1
12-02-2018,18,25.4,19.9,97,15.1,0.2
13-02-2018,19,21,19.6,96,18.7,0
14-02-2018,18,24.3,20.1,93,3.4,0
15-02-2018,19,21.4,20.3,90,33.6,1.9
16-02-2018,18,25.2,20.8,91,18.4,0
17-02-2018,18,26.1,21.8,78,4.6,1.1
18-02-2018,18,25.5,21,86,0.2,8.3
19-02-2018,19,25.5,21.2,89,0.8,4.5
20-02-2018,18,25,20.5,90,31.5,3.3
21-02-2018,18,25.3,21.4,88,8.6,5.2
22-02-2018,19,25.6,21.5,86,7.5,3.3
23-02-2018,19,24.8,20.9,89,2.4,6.9
24-02-2018,19,24.6,20.7,91,5.6,3.2
25-02-2018,19,25,20.7,90,8,3.5
26-02-2018,19,24.4,20.8,92,21.5,4.6
27-02-2018,18,24.4,20.4,96,33,0.6
28-02-2018,19,24.2,21,92,43.3,1.8
01-03-2018,19,25,20.6,91,6,0.5
02-03-2018,18,27.2,22,86,18.1,2.1
03-03-2018,19,26.2,21.6,91,4,5.8
04-03-2018,19,27.6,22.2,88,63.1,2.6
05-03-2018,20,24.2,21.7,92,10.33774296,7.2
06-03-2018,20,25.2,21.5,89,0.2,0.1
07-03-2018,19,25.9,21.2,89,6,3
08-03-2018,19,25.4,21.6,90,0.5,4.4
09-03-2018,20,25.2,21.3,88,4.7,3
10-03-2018,19,25.6,21.1,89,48.9,3
11-03-2018,19,24.2,20.8,91,11.3,3.1
12-03-2018,19,23.6,20.4,96,9.1,3.3
13-03-2018,18,24.2,20.4,93,78.8,0.4
14-03-2018,18,26.4,21.9,87,0.1,2.9
15-03-2018,19,28.3,22.9,76,10.33774296,4.8
16-03-2018,19,26.8,21.8,84,0,10
17-03-2018,19,24.6,20.7,90,0.4,3.6
18-03-2018,18,27.1,22.3,74,19.5,0.8
19-03-2018,18,26.5,22,85,6,7.7
20-03-2018,18,27.6,21.4,83,9.5,7.1
21-03-2018,19,25.6,20.4,91,21.4,5.3
22-03-2018,18,25.6,20.1,90,28.4,3
23-03-2018,18,26.2,21.7,85,47.4,2.5
24-03-2018,19,23.6,20.7,90,6.2,4.2
25-03-2018,19,26.4,21.1,86,23.1,0
26-03-2018,19,26.4,20.8,90,15.9,3.4
27-03-2018,19,25.8,20.8,90,1.3,0.3
28-03-2018,19,26.8,22,81,0.8,0.4
29-03-2018,18,27.6,21.9,80,0,8.7
30-03-2018,17,26.6,21,82,0,7.8
31-03-2018,18,27.9,22.3,84,1.3,5.2
01-04-2018,19,26.8,21.9,84,0.1,7.9
02-04-2018,19,26.4,21.4,88,13.3,5.5
03-04-2018,19,26,21.2,88,46,5.3
04-04-2018,19,27.6,22.1,86,18.4,3
05-04-2018,19,27.4,21.9,86,5.4,6.1
06-04-2018,19,27.4,22.4,83,18.6,7.3
07-04-2018,19,25.9,21.5,86,2.5,2.3
08-04-2018,19,26.7,21.5,84,40.6,5.2
09-04-2018,19,26.2,21.4,86,3.7,5.2
10-04-2018,18,28.5,22.9,75,48,5
11-04-2018,20,29,23.2,76,0,8.2
12-04-2018,20,27.9,23.8,73,0,8.1
13-04-2018,20,28,22.9,78,0,6.9
14-04-2018,20,27,22.1,94,2.7,6.3
15-04-2018,19,27.4,21.8,90,7.5,4.2
16-04-2018,18,26.6,21.8,87,15.9,6.4
17-04-2018,19,26,21,91,0,6.3
18-04-2018,19,24.2,21.8,91,17.1,3.1
19-04-2018,20,25.4,22.2,89,1.4,3.4
20-04-2018,20,25.2,21.6,93,1.7,1.4
21-04-2018,19,25,21.4,89,2.3,1.2
22-04-2018,19,26.4,21.9,91,2.9,2.4
23-04-2018,20,23.4,21.3,95,3.4,4.5
24-04-2018,19,24.8,21.9,85,11.9,0
25-04-2018,19,22.4,19.7,95,1.4,0.6
26-04-2018,19,24.8,21.4,85,9.3,0
27-04-2018,19,27,22.6,77,13.2,2.6
28-04-2018,20,26.6,22.4,83,3.5,6.7
29-04-2018,20,27.4,22.5,84,0,5.3
30-04-2018,18,26.5,21.9,80,10.33774296,5.3
01-05-2018,19,27.1,22,76,0,7.1
02-05-2018,18,27.4,21.7,73,0,3.808420209
03-05-2018,18,26.8,21.6,84,0,8.5
04-05-2018,19,27,21.8,83,1.2,5.4
05-05-2018,19,26.6,22.2,88,0.2,5.1
06-05-2018,19,27.8,22.1,80,0.5,4.6
07-05-2018,19,29,23.3,75,0,6.3
08-05-2018,19,27.6,22.5,75,0,9.3
09-05-2018,19,27.8,22.8,79,10.33774296,5.6
10-05-2018,19,26,21.6,80,0,8.3
11-05-2018,18,28,22.2,76,0,3.8
12-05-2018,18,27.6,22.7,73,0,6.3
13-05-2018,19,28,22.8,76,0,6.6
14-05-2018,19,27.6,22.7,79,0,7.5
15-05-2018,19,27.3,22.3,81,0,7.6
16-05-2018,20,26,22.2,87,0.2,5.3
17-05-2018,19,25.2,21.5,90,9.8,2.2
18-05-2018,19,26.4,21.4,93,2,1.8
19-05-2018,19,24.6,20.3,94,16.8,4.2
20-05-2018,19,25,21.4,89,18.5,2.4
21-05-2018,19,26.4,21.7,90,32.9,1.2
22-05-2018,19,28.8,23.4,78,10.33774296,4
23-05-2018,20,26.6,22.7,84,6.5,8.4
24-05-2018,20,27,22,90,15.3,3.8
25-05-2018,20,25,22,89,0,5.7
26-05-2018,20,27.1,22,91,10.33774296,0.7
27-05-2018,19,26.4,22,91,4,6.3
28-05-2018,19,26.6,22.4,87,10.33774296,5.1
29-05-2018,19,26.4,21.8,78,0.1,4
30-05-2018,19,26.7,22.3,79,0,5.8
31-05-2018,18,27.6,22.7,76,0,6.4
01-06-2018,18,27.6,22,68,0,9
02-06-2018,18,26.6,22.2,72,0,8.9
03-06-2018,19,26.4,22.4,83,0,7.1
04-06-2018,19,26.6,22.3,83,0,4.8
05-06-2018,19,26.7,22.6,85,0,5.5
06-06-2018,19,26.4,22.5,83,0,1.4
07-06-2018,19,26.4,22.1,86,0,5.3
08-06-2018,19,25.8,21.7,87,0.1,4.6
09-06-2018,19,27.4,22.6,80,0,3.9
10-06-2018,19,26.7,22.5,83,0,5.1
11-06-2018,19,26.4,22,85,0,5.4
12-06-2018,19,26.4,21.9,86,0.8,4.9
13-06-2018,19,27.4,22.2,86,3.8,3.7
14-06-2018,19,27,22.2,83,10.33774296,5.8
15-06-2018,19,27.2,21.5,83,0,5.8
16-06-2018,18,26.6,21.7,84,0,4
17-06-2018,19,26.8,22.3,80,0,3.8
18-06-2018,18,26.9,21.7,81,0,5.2
19-06-2018,18,27.7,21.4,76,0,4.9
20-06-2018,18,30,23.3,73,0,5
21-06-2018,20,27.6,22.5,82,0.5,6.1
22-06-2018,19,25.8,21.7,88,0,3.2
23-06-2018,19,25.2,20.9,89,12.9,3.2
24-06-2018,18,25.2,20.7,88,58,4.7
25-06-2018,18,21.4,18.9,98,50.2,4
26-06-2018,18,22.4,19.6,91,17.8,0
27-06-2018,18,26,21.1,85,8.3,0.5
28-06-2018,18,25.8,21.2,81,0,2.2
29-06-2018,18,26.8,21.2,83,0,4.3
30-06-2018,18,26,21.4,84,0,5.6
01-07-2018,18,27,21.5,81,0.2,5.4
02-07-2018,18,25.6,21.1,82,0,6
03-07-2018,17,26,20.8,77,0,5.2
04-07-2018,17,25.2,20.9,80,0,7.4
05-07-2018,18,25.6,20.5,81,0,4.5
06-07-2018,16,26.3,20.3,62,0,7.4
07-07-2018,17,27.2,20.8,67,0,7
08-07-2018,17,26.6,21.2,77,0,7.3
09-07-2018,18,26.4,21.9,79,0,6.4
10-07-2018,18,26.2,21.2,81,0,5.4
11-07-2018,18,26.5,21.6,79,0,1.8
12-07-2018,18,25.4,20.8,78,0,8.6
13-07-2018,17,25.4,20.3,76,0,6
14-07-2018,17,24,20.3,82,0,5
15-07-2018,17,26.2,20.8,73,0,2.6
16-07-2018,17,25.2,20.5,77,0,9.5
17-07-2018,17,26,20.3,78,1,6.5
18-07-2018,17,27,21.5,73,10.33774296,7.3
19-07-2018,18,26.9,21.5,77,0,9
20-07-2018,17,26.4,21.3,82,0,7.1
21-07-2018,17,26.6,21.7,82,0,6.5
22-07-2018,19,28.1,22.1,82,3,1.4
23-07-2018,18,26.6,21.8,82,4.8,6.1
24-07-2018,18,26.2,21.5,84,10.33774296,5.5
25-07-2018,18,26,21,79,0,5.8
26-07-2018,17,27,21.1,77,0,5
27-07-2018,17,27,21.5,71,0,7.2
28-07-2018,17,26.6,20.9,76,0,8
29-07-2018,16,25.8,20.4,74,0,7
30-07-2018,16,25.2,20.2,73,0,5.5
31-07-2018,16,26.4,21.1,80,0,4.5
01-08-2018,17,26.8,21,76,0,5.5
02-08-2018,17,26.6,20.3,65,0,6.8
03-08-2018,16,25.3,20,75,0,6.4
04-08-2018,15,25,19.2,77,0,9
05-08-2018,16,25.8,20.6,76,0,9.1
06-08-2018,15,26.1,19.9,68,0,8.2
07-08-2018,16,25.2,21.1,78,0,8.7
08-08-2018,18,25.5,21,80,0,2
09-08-2018,18,25.9,21.2,79,0,3.6
10-08-2018,18,28,21.8,76,0,3.8
11-08-2018,18,26.7,21.5,77,0,8
12-08-2018,19,26.4,21.2,82,0,5.9
13-08-2018,18,26.2,20.8,85,11.5,4.8
14-08-2018,18,26,21.3,82,0,4.2
15-08-2018,18,27.2,21.7,77,0,5.5
16-08-2018,18,26.3,21.2,77,0,8
17-08-2018,17,26.8,21.6,73,0,5.4
18-08-2018,16,26.2,20.5,65,0,8.8
19-08-2018,17,27.9,21,66,0,9
20-08-2018,17,27.1,21.9,74,0,9.5
21-08-2018,18,27.6,21.9,78,0,7.6
22-08-2018,18,27.4,21.6,79,0,6.9
23-08-2018,18,27.6,21.7,79,0.1,7.2
24-08-2018,18,26.2,21.5,82,0.2,7.8
25-08-2018,18,25.6,21.4,79,0,6.6
26-08-2018,18,25.2,21.4,81,0,7.5
27-08-2018,18,27.2,21.9,82,0,1.8
28-08-2018,19,27,21.4,83,0,4.3
29-08-2018,17,25.4,21.1,81,0,6.4
30-08-2018,18,26.4,21.2,86,0,3.4
31-08-2018,17,26.4,20.4,86,8.7,4.4
01-09-2018,17,27.2,21.5,84,4.3,5.4
02-09-2018,18,24.8,19.9,92,0,5
03-09-2018,17,27.2,21.6,78,14.9,2.5
04-09-2018,16,26,20.4,79,0,8.6
05-09-2018,17,23.9,20,85,0,8.7
06-09-2018,17,27,22.5,77,0,4
07-09-2018,18,26.6,20.7,86,0.1,7
08-09-2018,18,25,20.6,91,50,6.5
09-09-2018,18,28,21.8,72,0.2,5.1
10-09-2018,18,28.8,22.2,73,0,6.3
11-09-2018,18,27.2,22.6,72,0,9.5
12-09-2018,17,26.8,21.4,76,0,7.8
13-09-2018,17,26.6,21.1,74,0.1,9.5
14-09-2018,17,25.2,20.6,79,0,6.8
15-09-2018,17,25.5,20.4,81,0,4.2
16-09-2018,17,27.2,21.1,67,0,5.9
17-09-2018,17,28.9,22.1,66,0,8.8
18-09-2018,18,25.8,21.1,83,0,9.4
19-09-2018,18,25.4,21.4,84,0,6.3
20-09-2018,19,25.3,21.3,84,0.4,1.7
21-09-2018,18,22.4,20.4,92,20.8,1.4
22-09-2018,18,26.2,21.2,87,3.9,0
23-09-2018,18,26.6,20.8,86,0.5,5.4
24-09-2018,16,26.4,20.8,82,29.6,6.5
25-09-2018,17,27.4,22.3,70,0,6
26-09-2018,18,26.8,22.1,75,0,7.1
27-09-2018,18,26,21.4,86,0.9,6.7
28-09-2018,17,26.8,21.6,76,36,4.8
